task_id,project_id,project_domain,project_type,task_title,task_description,project_complexity,project_criticality,role_required,team_size_required,assigned_count,estimated_hours,deadline_days,priority,required_experience_years,required_skill_ids,required_skill_levels,critical_skill_ids,required_skill_count,critical_skill_count,task_start_date,task_due_date
TSK008922,PRJ03057,Retail,Payment Systems,Scale real-time settlement service for Retail inventory replenishment system,Scope of this task is real-time settlement service on the inventory replenishment system. The work touches shared components and needs coordinated release planning. Delivery depends on proven ability in system design and computer programming. Estimated effort is 386 hours per assignee against a 118-day delivery window.,Critical,Medium,Security Engineer,6,7,386.4,118,Medium,7.77,fae27053-8924-4bfd-b565-c9fe502044c9|21d2f96d-35f7-4e3f-9745-c533d2dd6e97,3|5,21d2f96d-35f7-4e3f-9745-c533d2dd6e97,2,1,2023-09-01,2023-12-28
TSK008923,PRJ03058,E-commerce,Dashboards,Rebuild executive KPI dashboard for E-commerce order management system,"Delivery of executive KPI dashboard for the order management system sits with this task. Downtime on this component breaches operational tolerances. Delivery depends on proven ability in draw design sketches, software UI design patterns and World Wide Web Consortium standards. Planned at roughly 123 hours of individual effort, due in 24 days.",Moderate,High,Frontend Developer,6,5,123.4,24,Urgent,4.93,fc4fcb4b-993f-4f2c-b158-c2171ec18ed8|1019423b-3368-4f83-b24f-19e5fa23e816|8696aff0-18c0-4ba6-a4d0-9a21861b3e5e|fd33c66c-70c4-40e6-b87c-5495bd3bf26e|a71577b2-7550-4222-88ee-dcbd2d881516|4840338b-ac6c-486a-be1d-9ddfe00b8bdf,3|2|5|5|3|5,8696aff0-18c0-4ba6-a4d0-9a21861b3e5e|fd33c66c-70c4-40e6-b87c-5495bd3bf26e|4840338b-ac6c-486a-be1d-9ddfe00b8bdf,6,3,2024-02-25,2024-03-20
TSK008924,PRJ03058,E-commerce,Dashboards,Migrate finance performance dashboard for E-commerce storefront platform,"This workstream covers finance performance dashboard within the storefront platform. The change affects a revenue-bearing path and needs senior review before cutover. The assignee is expected to demonstrate product usage risks analysis, business process modelling and translate requirements into visual design. Planned at roughly 196 hours of individual effort, due in 47 days.",Moderate,High,Frontend Developer,5,5,195.8,47,Medium,4.75,4913d0c0-133a-4c46-aac3-f5d4989a982e|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|2d6d4784-0992-48e7-b100-22d7229b3f0a|3c03ee71-4a23-448f-b79e-81fd75d27dca|6a7792a9-888a-46ad-afc9-2c0d94c8fde6|2c28fc20-8a60-4311-8899-5ef8729c05b3|e5609f89-0daf-40bb-bd6b-94f5d7498131|1110c92f-3059-445a-9436-0f4200d365f5|37a438f3-e28c-4e32-83c5-299f047c1dc9,5|3|5|3|5|3|5|4|3,4913d0c0-133a-4c46-aac3-f5d4989a982e|2d6d4784-0992-48e7-b100-22d7229b3f0a|6a7792a9-888a-46ad-afc9-2c0d94c8fde6|e5609f89-0daf-40bb-bd6b-94f5d7498131,9,4,2024-03-19,2024-05-05
TSK008925,PRJ03058,E-commerce,Dashboards,Migrate customer health dashboard for E-commerce fulfilment platform,"This task delivers customer health dashboard against the existing fulfilment platform. Downtime on this component breaches operational tolerances. Core competencies required are provide cost benefit analysis reports, apply change management and business intelligence. Planned at roughly 236 hours of individual effort, due in 52 days.",Moderate,High,BI Developer,6,5,236.4,52,Medium,6.83,48b68726-0fd6-4e03-a5eb-82236516ee7a|3c03ee71-4a23-448f-b79e-81fd75d27dca|143769cb-b61e-47d8-a61e-eedfbec1016c,5|4|3,48b68726-0fd6-4e03-a5eb-82236516ee7a|3c03ee71-4a23-448f-b79e-81fd75d27dca,3,2,2024-02-25,2024-04-17
TSK008926,PRJ03058,E-commerce,Dashboards,Rebuild finance performance dashboard for E-commerce storefront platform,"This workstream covers finance performance dashboard within the storefront platform. The change affects a revenue-bearing path and needs senior review before cutover. Core competencies required are analyse business processes, propose ICT solutions to business problems and digital systems. Effort is budgeted at 62 hours per person with a 20-day deadline.",Moderate,High,Frontend Developer,6,6,62.1,20,Medium,5.47,56042303-972b-41be-9310-58467599ff7e|07e51c60-763a-4335-b4ec-70a15f66d328|397da142-ab35-48fe-b154-7c38f447adfb|a8797f21-1af0-4c5e-98ca-bf1442929363|b04f377b-ee80-4b38-aca1-19d266a23b17|6a7792a9-888a-46ad-afc9-2c0d94c8fde6|e5609f89-0daf-40bb-bd6b-94f5d7498131|09f2f811-a3fb-4de3-a70f-6420a6935575|0e0c9c11-b39e-43cf-ba95-2fe646f5de64|2d6d4784-0992-48e7-b100-22d7229b3f0a,3|3|5|5|5|2|5|5|2|4,397da142-ab35-48fe-b154-7c38f447adfb|a8797f21-1af0-4c5e-98ca-bf1442929363|b04f377b-ee80-4b38-aca1-19d266a23b17|e5609f89-0daf-40bb-bd6b-94f5d7498131|09f2f811-a3fb-4de3-a70f-6420a6935575,10,5,2024-02-24,2024-03-15
TSK008927,PRJ03059,Technology,Database Migration,Migrate zero-downtime cutover for Technology identity services layer,"This task delivers zero-downtime cutover against the existing identity services layer. Impact is contained and the change can be reversed without customer disruption. Core competencies required are manage standards for data exchange, query languages and manage database. Effort is budgeted at 184 hours per person with a 47-day deadline.",Advanced,Low,Solution Architect,9,7,184.3,47,High,4.84,cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1|9cf681c7-89ec-470c-b651-7fe03786f586|29fb0fb5-dfc4-4098-ac9b-3a712000f48f|772a9c72-abef-4333-9788-f4cb48ad8e08|020918ef-4b55-47c1-8430-ab7b8f6a7377|43ae58b9-5e56-4524-b45a-b422777a0576|ccd0a1d9-afda-43d9-b901-96344886e14d|c3a03c5a-c260-4c26-9b9a-873abb396f4d|e819cc1e-09d9-47f2-b418-93972852daef|d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,2|3|3|3|2|3|3|4|3|3,c3a03c5a-c260-4c26-9b9a-873abb396f4d,10,1,2024-12-03,2025-01-19
TSK008928,PRJ03059,Technology,Database Migration,Instrument schema consolidation programme for Technology partner integration platform,"Scope of this task is schema consolidation programme on the partner integration platform. The change is low blast-radius and can be scheduled flexibly. Delivery depends on proven ability in define database physical structure, balance database resources and database management systems. Planned at roughly 126 hours of individual effort, due in 27 days.",Advanced,Low,Database Administrator,5,4,125.9,27,Medium,4.72,022dc430-872a-473a-9cf4-fed4895e58ad|9ba8fd27-275d-4bad-8c48-f668aa99a578|ab1e97ed-2319-4293-a8b7-072d2648822f|b8eb2517-37d8-43e6-9856-9c29d5c51fde|48db96bf-3314-45c6-bad8-fdb6e20e5639|03b9b491-fc9b-4868-914a-bf7cd47b5041|cc61f9e5-d4fc-470e-8606-1ce865ff8386|896563fc-6255-4419-89c2-ffed30159ad6,1|3|2|2|4|2|2|2,9ba8fd27-275d-4bad-8c48-f668aa99a578|48db96bf-3314-45c6-bad8-fdb6e20e5639,8,2,2024-11-28,2024-12-25
TSK008929,PRJ03059,Technology,Database Migration,Redesign Oracle to PostgreSQL migration for Technology partner integration platform,"Delivery of Oracle to PostgreSQL migration for the partner integration platform sits with this task. Business impact is limited, so a standard change window applies. Delivery depends on proven ability in create data sets, manage database and apply ICT systems theory. Effort is budgeted at 745 hours per person with a 154-day deadline.",Advanced,Low,Solution Architect,7,5,745.1,154,Medium,5.55,906323f4-00c4-4c3b-ab5a-8af77be3456e|29fb0fb5-dfc4-4098-ac9b-3a712000f48f|cbe2c304-1e7d-489a-97d9-a7d3e37a9db6|7814e88f-c133-4c3b-b27f-857afa145d42|9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe|0af062de-eb43-41e9-9b96-249e2cd22d26|03ff0d53-573a-47a0-a0ad-1995815a4339|c062bab3-3ea0-4291-9220-a2d8fef4bead|4d39b27a-b34f-4c89-8d46-df844d42f728|a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,2|3|3|3|2|2|2|2|4|3,29fb0fb5-dfc4-4098-ac9b-3a712000f48f|7814e88f-c133-4c3b-b27f-857afa145d42|4d39b27a-b34f-4c89-8d46-df844d42f728,10,3,2024-11-06,2025-04-09
TSK008930,PRJ03060,Insurance,Payment Systems,Scale PCI-scoped tokenisation service for Insurance underwriting workbench,"Scope of this task is PCI-scoped tokenisation service on the underwriting workbench. Failure would create rework for downstream teams but not customer outage. Required capability includes ICT network security risks, security engineering and interpret technical texts. Effort is budgeted at 148 hours per person with a 35-day deadline.",Advanced,Medium,Solution Architect,8,9,147.5,35,Low,6.87,2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80|6f1edc19-191f-4ba5-a048-ee69aff05bab|85c11255-469f-41bd-a6d1-382bc4a87783|5ce5236e-93e2-4899-8971-fff526f85a01|3c209873-c757-47bb-91b5-9b6dc05df116,2|3|2|3|3,6f1edc19-191f-4ba5-a048-ee69aff05bab,5,1,2022-09-24,2022-10-29
TSK008931,PRJ03060,Insurance,Payment Systems,Roll out refund and chargeback engine for Insurance claims handling platform,"This workstream covers refund and chargeback engine within the claims handling platform. The work touches shared components and needs coordinated release planning. Delivery depends on proven ability in maintain ICT identity management, interpret technical texts and ensure proper document management. Estimated effort is 251 hours per assignee against a 45-day delivery window.",Advanced,Medium,Backend Developer,6,7,251.5,45,High,6.74,ab49f767-296b-47d5-af56-0b4a69515b03|85c11255-469f-41bd-a6d1-382bc4a87783|c241f5a5-e23f-47bf-ad24-d83ea0010166|be80acfc-b6f2-4411-9b8d-b19d9cd2556a,4|4|3|2,ab49f767-296b-47d5-af56-0b4a69515b03,4,1,2022-10-09,2022-11-23
TSK008932,PRJ03060,Insurance,Payment Systems,Migrate PCI-scoped tokenisation service for Insurance underwriting workbench,"The team is responsible for PCI-scoped tokenisation service as part of the underwriting workbench. Failure would create rework for downstream teams but not customer outage. The assignee is expected to demonstrate system design, acquire system component and systems development life-cycle. Planned at roughly 272 hours of individual effort, due in 85 days.",Advanced,Medium,Business Analyst,6,5,272.0,85,Medium,7.54,fae27053-8924-4bfd-b565-c9fe502044c9|90be83d9-56f1-46a4-a6bc-96c51f6c9025|09f2f811-a3fb-4de3-a70f-6420a6935575|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50|118a9b27-1c5a-4214-b685-1a4d9e6365ea,5|4|4|3|2,fae27053-8924-4bfd-b565-c9fe502044c9,5,1,2022-09-06,2022-11-30
TSK008933,PRJ03061,SaaS,Testing/QA,Optimise contract testing framework for SaaS usage metering service,"This task delivers contract testing framework against the existing usage metering service. Business impact is limited, so a standard change window applies. Core competencies required are internal risk management policy, levels of software testing and oversee quality control. The window is 16 days, with about 92 hours of effort expected from each assignee.",Moderate,Low,Software Engineer,4,3,91.7,16,Medium,3.86,0daaf096-1639-461c-bf1a-bbeea77e6b67|85f46538-ae70-498a-bfbc-b8ddafe96c7d|5d34adde-0b78-42b4-9d3d-69e9388d8398|78a74fd1-efc6-49dc-adb1-1b0fbe35c22c|d5a59ca8-2e91-472e-8571-d12ce4478679|8dcbcabe-09f7-4d11-940d-125af57bbc40,2|3|3|4|2|2,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,6,1,2023-03-30,2023-04-15
TSK008934,PRJ03061,SaaS,Testing/QA,Integrate accessibility conformance testing for SaaS multi-tenant platform,"This workstream covers accessibility conformance testing within the multi-tenant platform. The change is low blast-radius and can be scheduled flexibly. Required capability includes quality assurance methodologies, software anomalies and execute software tests. Estimated effort is 164 hours per assignee against a 33-day delivery window.",Moderate,Low,Test Analyst,8,7,164.3,33,Low,3.32,c7cc6dc5-d56b-4323-8e5c-47c4022f615f|438ff259-d086-4004-acda-1ec3e1631bc6|913e7e83-b8f8-4574-b1ca-1b38f3fd974a|22b8039c-c890-4610-9228-5527e3b98f12|85f46538-ae70-498a-bfbc-b8ddafe96c7d|78a74fd1-efc6-49dc-adb1-1b0fbe35c22c|ca73ac82-867a-4afa-9732-834aebe896ff,2|1|1|1|3|3|1,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,7,1,2023-02-25,2023-03-30
TSK008935,PRJ03061,SaaS,Testing/QA,Build accessibility conformance testing for SaaS multi-tenant platform,"Delivery of accessibility conformance testing for the multi-tenant platform sits with this task. Impact is contained and the change can be reversed without customer disruption. The assignee is expected to demonstrate comply with legal regulations, software anomalies and ICT process quality models. The window is 20 days, with about 84 hours of effort expected from each assignee.",Moderate,Low,Delivery Manager,9,10,84.4,20,High,3.23,3d3ee5c3-4286-457f-9f76-1704011f7e11|438ff259-d086-4004-acda-1ec3e1631bc6|fafe0b9d-dbd9-46bd-b770-26299539ce66|3be6b84a-fa78-42b9-a8df-150cdb40b9d7|913e7e83-b8f8-4574-b1ca-1b38f3fd974a|8d4271ca-c9fd-40b3-875f-15f78332a49e|7f0b1a66-ebaf-4c8a-b606-4c1844eb692e|d83cba15-8511-4d07-b89a-9fde0d1d8241|c4b626c1-e71c-44ec-9f88-042766f37fcc|d0c6d77e-cb25-4770-bf77-2073fc5f7523,3|1|1|2|3|2|2|3|3|1,3d3ee5c3-4286-457f-9f76-1704011f7e11|913e7e83-b8f8-4574-b1ca-1b38f3fd974a,10,2,2023-04-07,2023-04-27
TSK008936,PRJ03061,SaaS,Testing/QA,Optimise contract testing framework for SaaS usage metering service,"Delivery of contract testing framework for the usage metering service sits with this task. Business impact is limited, so a standard change window applies. Delivery depends on proven ability in identify ICT system weaknesses, report test findings and provide software testing documentation. Effort is budgeted at 343 hours per person with a 64-day deadline.",Moderate,Low,Test Analyst,9,9,342.6,64,High,2.96,dad7e408-162f-46a4-8567-db560e19e2fc|561c2525-5bd8-4d86-8f45-820f4be7db93|78a74fd1-efc6-49dc-adb1-1b0fbe35c22c|cbe2c304-1e7d-489a-97d9-a7d3e37a9db6|cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49|9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0|7d35602d-bc94-4975-aa7c-f4e8e05ce8e0,2|3|3|2|3|2|1,561c2525-5bd8-4d86-8f45-820f4be7db93,7,1,2023-02-25,2023-04-30
TSK008937,PRJ03062,Media,Data Engineering,Refactor streaming event pipeline for Media rights management system,"This workstream covers streaming event pipeline within the rights management system. The change affects a revenue-bearing path and needs senior review before cutover. Delivery depends on proven ability in data warehouse, design database in the cloud and develop data processing applications. Planned at roughly 258 hours of individual effort, due in 83 days.",Advanced,High,Data Engineer,8,8,258.0,83,High,7.3,3ec2e4d6-7000-4905-bf1a-c5b1679416de|7e796b51-49d7-4e73-95af-2e7323763f15|f9670490-8aa4-4540-b121-d440a8294aab|19a8293b-8e95-4de3-983f-77484079c389,5|3|3|5,3ec2e4d6-7000-4905-bf1a-c5b1679416de|19a8293b-8e95-4de3-983f-77484079c389,4,2,2023-09-09,2023-12-01
TSK008938,PRJ03062,Media,Data Engineering,Optimise batch ingestion pipeline for Media subscription video stack,"The team is responsible for batch ingestion pipeline as part of the subscription video stack. A failure here is customer-visible, so pre-release verification is mandatory. Core competencies required are data extraction, transformation and loading tools, write database documentation and Haskell. The window is 36 days, with about 144 hours of effort expected from each assignee.",Advanced,High,Database Administrator,9,6,143.6,36,High,7.7,9d0d89be-bffa-4393-b6f6-8d05bea49051|64db87c7-2360-4e20-88d3-d222402e477c|000f1d3d-220f-4789-9c0a-cc742521fb02,4|5|3,9d0d89be-bffa-4393-b6f6-8d05bea49051|64db87c7-2360-4e20-88d3-d222402e477c,3,2,2023-08-28,2023-10-03
TSK008939,PRJ03062,Media,Data Engineering,Consolidate data quality framework for Media ad delivery platform,"This workstream covers data quality framework within the ad delivery platform. The change affects a revenue-bearing path and needs senior review before cutover. Required capability includes establish data processes, data analytics and use data processing techniques. The window is 69 days, with about 202 hours of effort expected from each assignee.",Advanced,High,Software Engineer,7,7,202.5,69,High,8.44,2daec0e6-f0c1-43e8-8178-aedba99130ec|97bd1c21-66b2-4b7e-ad0f-e3cda590e378|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|08b04e53-ed25-41a2-9f90-0b9cd939ba3d|7ee4c2ea-b349-4bd2-81a3-ec31475d4833|fbafa41f-cd05-4109-a649-8b44d306d779|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|ffddfc7c-a9dd-449f-9e96-882dc447c8b6|401eb8d8-6daa-4f8b-90ad-60afc71eb4f8|6f8a40d6-f9ce-43ec-a72f-d4213a53f3ed,5|5|5|4|2|3|4|3|4|5,2daec0e6-f0c1-43e8-8178-aedba99130ec|97bd1c21-66b2-4b7e-ad0f-e3cda590e378|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|6f8a40d6-f9ce-43ec-a72f-d4213a53f3ed,10,4,2023-09-12,2023-11-20
TSK008940,PRJ03062,Media,Data Engineering,Harden streaming event pipeline for Media content management platform,"The team is responsible for streaming event pipeline as part of the content management platform. A failure here is customer-visible, so pre-release verification is mandatory. Required capability includes develop data processing applications, manage data and database management systems. Estimated effort is 370 hours per assignee against a 83-day delivery window.",Advanced,High,Data Engineer,10,11,369.9,83,Medium,8.91,f9670490-8aa4-4540-b121-d440a8294aab|9ff9db9d-d14b-426e-83f3-e7449af6c79f|ab1e97ed-2319-4293-a8b7-072d2648822f|4d85b881-e490-4b4c-897a-2faa4ef53956|e5a6e1e0-1b07-4432-83ba-77d593b2cb47|fbafa41f-cd05-4109-a649-8b44d306d779,5|5|2|5|3|5,f9670490-8aa4-4540-b121-d440a8294aab|9ff9db9d-d14b-426e-83f3-e7449af6c79f|4d85b881-e490-4b4c-897a-2faa4ef53956|fbafa41f-cd05-4109-a649-8b44d306d779,6,4,2023-08-26,2023-11-17
TSK008941,PRJ03063,Media,Data Analytics,Refactor cohort reporting model for Media content management platform,"This task delivers cohort reporting model against the existing content management platform. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Delivery depends on proven ability in utilise regular expressions, normalise data and manage database. Planned at roughly 259 hours of individual effort, due in 73 days.",Critical,Critical,Data Scientist,5,6,259.4,73,Urgent,10.23,697dcc9f-ae92-4506-b5f2-e770d7589f74|07889c08-7220-47c8-96f7-6068fbea00dc|29fb0fb5-dfc4-4098-ac9b-3a712000f48f|e9575f7f-053a-439e-8074-f93df3334e92|99207709-d076-4cce-ba38-e90d3bb28806|1b7c716e-af95-4cda-a42f-6479c8b139f5|03ff0d53-573a-47a0-a0ad-1995815a4339|2d845d94-aeb5-4a3c-bf52-443685940d1d|dc665f4d-0c87-4f73-8fa9-b51df1bf4980,5|5|5|5|4|4|4|5|5,697dcc9f-ae92-4506-b5f2-e770d7589f74|07889c08-7220-47c8-96f7-6068fbea00dc|29fb0fb5-dfc4-4098-ac9b-3a712000f48f|e9575f7f-053a-439e-8074-f93df3334e92|2d845d94-aeb5-4a3c-bf52-443685940d1d|dc665f4d-0c87-4f73-8fa9-b51df1bf4980,9,6,2023-06-22,2023-09-03
TSK008942,PRJ03063,Media,Data Analytics,Instrument operational analytics layer for Media ad delivery platform,"Delivery of operational analytics layer for the ad delivery platform sits with this task. This sits on a business-critical path where an incident triggers a formal post-mortem. Core competencies required are identify customer requirements, business requirements techniques and organisational resilience. Effort is budgeted at 381 hours per person with a 103-day deadline.",Critical,Critical,Data Scientist,10,11,381.1,103,Urgent,10.07,0e0c9c11-b39e-43cf-ba95-2fe646f5de64|0ee94c0a-3716-494a-95a2-dcbab9e58be2|79f24a62-7718-46e1-9b41-37be0560a5ca|696e3b5b-8b61-45af-ae4c-3ab700f197ec,5|5|5|3,0e0c9c11-b39e-43cf-ba95-2fe646f5de64|0ee94c0a-3716-494a-95a2-dcbab9e58be2|79f24a62-7718-46e1-9b41-37be0560a5ca,4,3,2023-07-06,2023-10-17
TSK008943,PRJ03063,Media,Data Analytics,Modernise campaign attribution analysis for Media subscription video stack,"Delivery of campaign attribution analysis for the subscription video stack sits with this task. Failure carries regulatory, financial or safety exposure and is escalated to executive level. The assignee is expected to demonstrate develop data processing applications, scientific literature and online analytical processing. The window is 110 days, with about 344 hours of effort expected from each assignee.",Critical,Critical,BI Developer,4,2,344.2,110,Urgent,9.81,f9670490-8aa4-4540-b121-d440a8294aab|74e49482-75e8-4637-bdb1-fff868d02f7a|b0a3bb25-a02f-43ed-ab1f-994fa66a424a|b9f16465-56a9-426b-a047-0f9f1f95ec92,5|4|5|5,f9670490-8aa4-4540-b121-d440a8294aab|b0a3bb25-a02f-43ed-ab1f-994fa66a424a|b9f16465-56a9-426b-a047-0f9f1f95ec92,4,3,2023-06-27,2023-10-15
TSK008944,PRJ03063,Media,Data Analytics,Redesign churn analytics workstream for Media rights management system,"The team is responsible for churn analytics workstream as part of the rights management system. This sits on a business-critical path where an incident triggers a formal post-mortem. The assignee is expected to demonstrate normalise data, perform data cleansing and design database scheme. Estimated effort is 278 hours per assignee against a 78-day delivery window.",Critical,Critical,Business Analyst,4,4,277.8,78,Medium,11.0,07889c08-7220-47c8-96f7-6068fbea00dc|50b100ea-74fd-4706-99db-3e4ca55e51b8|6c08403c-a5bb-4868-b8c2-b7d039c0e511|f2d57f41-43b4-4f5b-8100-3df5c21eda50|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|54c9c155-9293-4329-8ed2-2e76e8b519d4|7ee4c2ea-b349-4bd2-81a3-ec31475d4833|e9575f7f-053a-439e-8074-f93df3334e92|1b7c716e-af95-4cda-a42f-6479c8b139f5|f12e0891-dbcf-4225-9574-a619f39ec0c3,5|3|5|5|4|4|5|5|5|5,07889c08-7220-47c8-96f7-6068fbea00dc|6c08403c-a5bb-4868-b8c2-b7d039c0e511|f2d57f41-43b4-4f5b-8100-3df5c21eda50|7ee4c2ea-b349-4bd2-81a3-ec31475d4833|e9575f7f-053a-439e-8074-f93df3334e92|1b7c716e-af95-4cda-a42f-6479c8b139f5|f12e0891-dbcf-4225-9574-a619f39ec0c3,10,7,2023-06-13,2023-08-30
TSK008945,PRJ03064,SaaS,Data Engineering,Refactor CDC replication pipeline for SaaS subscription billing stack,"Delivery of CDC replication pipeline for the subscription billing stack sits with this task. An outage here stops transaction processing, so rollback readiness is a gating condition. Delivery depends on proven ability in operate relational database management system, create database diagrams and systems theory. Estimated effort is 394 hours per assignee against a 105-day delivery window.",Advanced,Critical,Data Engineer,3,3,393.5,105,High,8.45,7369f779-4b71-4aab-8836-48b69c676eec|84f58e3d-8669-4d83-8c1d-5dd1e73a654f|cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49|64db87c7-2360-4e20-88d3-d222402e477c|ab1e97ed-2319-4293-a8b7-072d2648822f|be80acfc-b6f2-4411-9b8d-b19d9cd2556a|e8b89eb6-51e8-4c3a-babb-88b2e110376b|0e0c9c11-b39e-43cf-ba95-2fe646f5de64,3|5|5|4|5|5|2|5,84f58e3d-8669-4d83-8c1d-5dd1e73a654f|cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49|ab1e97ed-2319-4293-a8b7-072d2648822f|be80acfc-b6f2-4411-9b8d-b19d9cd2556a|0e0c9c11-b39e-43cf-ba95-2fe646f5de64,8,5,2022-09-05,2022-12-19
TSK008946,PRJ03064,SaaS,Data Engineering,Optimise batch ingestion pipeline for SaaS subscription billing stack,"This task delivers batch ingestion pipeline against the existing subscription billing stack. Failure carries regulatory, financial or safety exposure and is escalated to executive level. Delivery depends on proven ability in ICT security legislation, use databases and analyse business requirements. The window is 72 days, with about 290 hours of effort expected from each assignee.",Advanced,Critical,Database Administrator,5,5,289.6,72,Urgent,8.8,7814e88f-c133-4c3b-b27f-857afa145d42|4463a721-69f3-413d-8321-43e3af13a4f1|b04f377b-ee80-4b38-aca1-19d266a23b17|03ff0d53-573a-47a0-a0ad-1995815a4339|85c11255-469f-41bd-a6d1-382bc4a87783|f0de4973-0a70-4644-8fd4-3a97080476f4,4|3|4|5|5|5,03ff0d53-573a-47a0-a0ad-1995815a4339|85c11255-469f-41bd-a6d1-382bc4a87783|f0de4973-0a70-4644-8fd4-3a97080476f4,6,3,2022-09-27,2022-12-08
TSK008947,PRJ03065,Retail,DevOps,Instrument release automation framework for Retail point-of-sale estate,"Scope of this task is release automation framework on the point-of-sale estate. Business impact is limited, so a standard change window applies. Required capability includes cloud technologies, implement ICT network diagnostic tools and use an application-specific interface. The window is 8 days, with about 47 hours of effort expected from each assignee.",Basic,Low,Systems Administrator,10,10,46.8,8,Low,2.14,bd14968e-e409-45af-b362-3495ed7b10e0|bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4|04fe962b-4017-4eb7-9139-7d69b6922bc9|c3a03c5a-c260-4c26-9b9a-873abb396f4d|bec4359e-cb92-468f-a997-8fb28e32fba9,1|1|2|2|2,04fe962b-4017-4eb7-9139-7d69b6922bc9|c3a03c5a-c260-4c26-9b9a-873abb396f4d,5,2,2024-07-14,2024-07-22
TSK008948,PRJ03065,Retail,DevOps,Rebuild blue-green deployment setup for Retail pricing and promotions engine,"Scope of this task is blue-green deployment setup on the pricing and promotions engine. The change is low blast-radius and can be scheduled flexibly. The assignee is expected to demonstrate ICT performance analysis methods, forecast future ICT network needs and use an application-specific interface. Estimated effort is 51 hours per assignee against a 12-day delivery window.",Basic,Low,Software Engineer,9,8,50.8,12,Medium,1.56,ed39edd3-44d0-4a16-9796-bfb99f92baf3|8fa840f7-e66a-4370-8e6d-7d554260c31c|04fe962b-4017-4eb7-9139-7d69b6922bc9|976455eb-5bbe-4493-ae64-ed16c3b009ea|2164e860-7f20-48bc-b98c-5d9f8a561550|71746a0b-e58d-4dc4-ad03-bd84082eae21|ffddfc7c-a9dd-449f-9e96-882dc447c8b6|1dd23dba-dd00-45ab-abf4-642902538317|5bac4bcc-1846-4688-ba02-ad2b51544282,3|1|2|3|2|1|1|1|2,ed39edd3-44d0-4a16-9796-bfb99f92baf3|976455eb-5bbe-4493-ae64-ed16c3b009ea,9,2,2024-07-18,2024-07-30
TSK008949,PRJ03066,Media,Data Analytics,Optimise funnel analytics model for Media rights management system,"Scope of this task is funnel analytics model on the rights management system. Downtime on this component breaches operational tolerances. Required capability includes apply change management, product usage risks analysis and information categorisation. Estimated effort is 76 hours per assignee against a 27-day delivery window.",Advanced,High,BI Developer,6,7,76.5,27,High,9.0,3c03ee71-4a23-448f-b79e-81fd75d27dca|4913d0c0-133a-4c46-aac3-f5d4989a982e|93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6|696e3b5b-8b61-45af-ae4c-3ab700f197ec,3|5|5|4,4913d0c0-133a-4c46-aac3-f5d4989a982e|93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,4,2,2025-03-19,2025-04-15
TSK008950,PRJ03066,Media,Data Analytics,Consolidate funnel analytics model for Media rights management system,"This task delivers funnel analytics model against the existing rights management system. The change affects a revenue-bearing path and needs senior review before cutover. The assignee is expected to demonstrate execute analytical mathematical calculations, conduct research across disciplines and manage intellectual property rights. Effort is budgeted at 155 hours per person with a 43-day deadline.",Advanced,High,Data Analyst,9,9,155.3,43,Urgent,7.52,31c69100-b612-4a61-8db5-fd314318854c|f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61|518dc04d-092d-4fa1-bd82-88b7a9278ef7|74e49482-75e8-4637-bdb1-fff868d02f7a,5|5|4|3,31c69100-b612-4a61-8db5-fd314318854c|f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,4,2,2025-03-15,2025-04-27
